customer_text,spotify_reply
@SpotifyCares Just sent DM,@151204 Hey there! Can you DM us your account's email address? We'll take a look backstage /TJ https://t.co/ldFdZRiNAt
"@SpotifyCares Sent one, guys.","@151210 Hey Lewis, help's here! Can you DM us your account's username and email address? We'll check it out and see what we can do 🔍 /LX https://t.co/ldFdZRiNAt"
@SpotifyCares I’m about to cancel my account if you cannot resolve this. I have done what you requested and it is still occurring.,@151215 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX
"@151628 We're sorry you feel that way. Rest assured, the link provided will have all the necessary steps to secure your account and return access to you. Be sure to let us know how it goes /TB","@151628 Hey John, We’re sorry to see this. Check out https://t.co/QHn3ok8y2n for what to do next /TB"
"@SpotifyCares You guys really need to take this more seriously. Should be dead easy to detect. Didn’t get any warning, the hacker was not prevented in any way. Huge amount of inconvenience for me, Spotify shrugs its shoulders and doesn’t care. Unacceptable.","@151628 Hey John, We’re sorry to see this. Check out https://t.co/QHn3ok8y2n for what to do next /TB"
@SpotifyCares Thank you,"@151638 Hey there, great tunes! Is there anything that we can help out with? We're just a tweet away /JX"
@SpotifyCares The email I used to purchase was __email__. I unfortunately do not have the receipt any longer!,@151641 Hi there! Can you let us know your account's email address or username? A screenshot of the receipt will also be super helpful. We'll take a look /GT
@SpotifyCares Germany!,"@151642 Hey there, we're here to help! Could you let us know what country your Spotify account is set to? We'll take a look backstage /TB"
@SpotifyCares Yeah my comment pertains to the last bullet. There should be an option: “Check for updated playlists/songs only when I’m on WiFi” to prevent this issue from occurring,@152052 Hey Zachary! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /KA
"@152052 Just to make sure, are any of the playlists you've created affected? Does all of your playlists, aside from the Spotify curated ones, remain synced on your device? /QI",@152052 Hey Zachary! Sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /KA
"@SpotifyCares The other playlists stay synced except songs often get removed from my device and need to redownload... which I assume is to give me the latest version, but really how often does a song need to actually refresh?","@152052 Just to make sure, are any of the playlists you've created affected? Does all of your playlists, aside from the Spotify curated ones, remain synced on your device? /QI"
"@SpotifyCares Yeh sure ,im located in Rabat the capital of Morocco","@152537 Hey, help's here! Could you let us know where you're currently located? We'll see what we can suggest /FJ"
@SpotifyCares Thnx JP I will go personally to the Berlin Offices to get an email where I can contact them.,"@152545 Hey there. It seems that this post is no longer available, but thanks for your interest in joining the band! Keep an eye out for more exciting jobs we'll be offering soon 🙂 /JP"
@SpotifyCares Wondering why Loreens new cd Ride are not available on for spotify france?we have 2 singles and the ep from this summer.i have had the same problem with new music from other swedish artists before..,"@152546 Hey Therese! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/ZgU70TbP8M /LS"
@SpotifyCares Just for information it is there today!!😁,"@152546 We understand. Fingers crossed we'll be able to have Loreen's Ride in France soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa. For anything else, we're just a tweet away /LS"
@SpotifyCares That did not resolve the issue my home macbook pro. My work desktop mac doesn't even have a spotify cache folder in the library directory.,@152980 Got it. Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this. Let us know how it goes /JI
@SpotifyCares I can't even get the web player to work on my macbook pro. Aside from myself and coworkers it appears there are others in your community posting about the same thing https://t.co/OaUm3mg5cC,@152980 Hmm. Is it the same thing with the web player? /NY
@SpotifyCares Not sure on that but it's been going on for 1-2 months.,@152980 Did you notice if the issue started happening after a specific update? /PL
@SpotifyCares Thanks I’m sure Gallant &amp; orher bands like it are great but what used to be 1 or 2 is now a constant thing &amp; is not cool,@152986 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt
@SpotifyCares I can’t get the album 😭,@152989 Hey there! Could you tell us what's happening exactly? Keep us posted /DF
"@SpotifyCares Chrome on PC. But...of course now that I got a hold of you, it plays! LOL Thanks for reaching out, you guys.","@152991 Hey there! That's not cool. Can you let us know your device, OS and Spotify versions? We'll take a look at what's happening /LS"
@SpotifyCares Spotify version 1.0.68.407.g6864aaaf,"@152980 Hi Ryan! That's not cool. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /JI"
"@SpotifyCares Yes, it is on your end, even my friend @153449 does not see the comments.","@153448 Hey, that's not cool! Could you try using an incognito window to search the Community and see if the pages appear? Let us know how it goes /JZ"
"@SpotifyCares No, it doesn't. I've tried multiple browsers too.",@153448 Hmm that's odd. Does clearing your browsers' cache/cookies help at all? Keep us posted /MT
@SpotifyCares https://t.co/JNZ11gjkjC,@153448 Got it. Can you fire over the link of the Community page you're having issues with? We'll see how it loads on our end /MT
@SpotifyCares Why i should DM you?  You need to explain why this is happen......,@153452 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt
@SpotifyCares Has the system been having problems because I have received multiple receipts saying I paid and my bank statement also says it went through,"@153457 It seems the system was unable to process your payment. We’d recommend reaching out to iTunes for more information on the charge. Any other questions, feel free to give us a shout /TF"
@SpotifyCares I'm on Google chrome. And I originally tried to download spotify on my phone (which is an Android) but it still wouldn't let me create an account,"@153875 Got it. Can you tell us what internet browser you're using, does using another browser work at all? We'll be right here /TF"
@SpotifyCares 8.4.27.895,"@153882 Hey Vicky, the cavalry's here! Can you provide which Spotify version you're currently using? We'll take a closer look 🔍 /JJ"
@SpotifyCares notifications still stop my music so i have to force quit the app and play the song back over.,@153882 Thanks! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /JJ
"@SpotifyCares no, i turned off the notifs sounds because i thought that was the problem! snapchat is one of the main ones. sometimes the music just shuts off out of nowhere. im the only one that uses my spotify account","@153882 Just to check, do your notifications have sound? Also, can you let us know which app's notifications you're getting? We'll see what we can suggest /MU"
@SpotifyCares Very nice! I am more into calm (yoga like) music. And I would love if you could make a playlist for me!,"@154259 Hey Olescu, that's a great question! We have over 30 million songs on Spotify, and new tracks are being uploaded every day. What kind of music are you into? We'll make you a playlist with the kind of music you'll find with us 🙂 /TB"
@SpotifyCares Thanks 😀,@154259 Got it. Here's a little something we've whipped up just for you: https://t.co/1jXg3i088w. Hope you'll like it 🎁 /LP
"@SpotifyCares I surely will 😁
Amazing music! 😍",@154259 You're welcome! Let us know if you ever need us again. We'll be right here waiting /NQ
@SpotifyCares https://t.co/e5CjQjlWy2,@154263 Hi Angelyn! Can you send us a link to that track? We'll take a look? /RR
"@SpotifyCares I reinstalled the app and it is all good, thank you though guys, have a great one","@154266 Hey there, we'd love to help! Can you let us know the versions of Android and Spotify you're running? We'll see what we can suggest /AG"
"@SpotifyCares I did that! There's no option to change the zip code at all, only phone number, carrier, and type of phone. I tried on my laptop and on my iPhone. Neither let me change the zip code","@154703 Hey Rob! Not to worry, you can update it by logging in at https://t.co/SC3eGkHX7h and clicking Edit Profile. Hope this helps /JP"
"@SpotifyCares It seemed like it resolved it for now, but I'll keep checking","@154705 Hey, that doesn't sound right! Does restarting your device make any difference? Keep us in the loop /JP"
@SpotifyCares Ok i would love to see it!,"@154706 Hi Gracie! Although the app is not currently available for the Apple Watch, be sure to check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 🙂 /JI"
"@SpotifyCares So can you do something about this, has been suggested for over 5 years but you clearly don’t care enough to do anything",@129061 We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF
"@SpotifyCares yes ive known this, but whats the progress on the current situation, of getting Tool on Spotify.","@154708 Hey there! We’d love to have their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa. Hope this info helps /KL"
"@SpotifyCares Thanks for getting back to me. My question is - when you ""shuffle"" a playlist is it truly random?  For at least the past year it feels like the same songs keep coming up even though there are over 2k on the playlist.","@154709 Hey there! Thanks for the feedback. Your Time Capsule is made of personalised content uniquely created based on your previous listening patterns. Just to check, are you experiencing issues with the Shuffle feature on all of your playlists? /PC"
"@154709 We hear you! Rest assured we're always looking for ways to improve Spotify, and we'll be forwarding your feedback on to the right folks 🙂 /TB","@154709 No worries. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od. If there's anything else, just give us a shout /PC"
@SpotifyCares Preciate ya 🙏,"@154709 We hear you! Rest assured we're always looking for ways to improve Spotify, and we'll be forwarding your feedback on to the right folks 🙂 /TB"
@SpotifyCares My feedback is this is incredibly annoying,"@154709 No worries. We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od. If there's anything else, just give us a shout /PC"
"@SpotifyCares Strange, I pay 149 kronor every week, but I never get benefits!","@154710 Hey there! We can help out in English via Twitter, but we also have Swedish support via email at https://t.co/ZgU70TbP8M 🙂 /JI"
@SpotifyCares Anytime before the three months end? If I wish not to continue?,"@154712 Hey, help's arrived! You can cancel your subscription anytime by heading to https://t.co/j3mV2PlkwS. Or, you can reach out to us again and we can revert your subscription to Free. Let us know if you need anything 🙂 /JQ"
"@SpotifyCares ok, thank you for the info, I'll get it done asap.","@154725 Hi Jay! Right now it's not possible to update your payment info from the Spotify app. If you need to make any changes, head over to https://t.co/71whArJDaT. Hope this helps /WW"
@SpotifyCares I've done that when it started acting up and it didn't work,@152999 Hey there! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF
@SpotifyCares Wifi,"@152999 Got it! Is this happening while connected to WiFi, 3G/4G or both? /DF"
@SpotifyCares No,"@152999 Got it! Just to check, does this happen to other devices? Keep us posted /DF"
@SpotifyCares 🤗,"@155112 Hey there, we've just replied to your DM! Check that inbox 🙂 /P"
"@SpotifyCares I know there's a limit you nerds, get rid of it.",@155113 Hi there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /AU
@SpotifyCares Thank you!!,@155114 Hi there! We’re sorry to hear that. Not to worry. Check out https://t.co/QHn3ok8y2n for what to do next /AU
@SpotifyCares Resent just now,"@155116 Hey Katherine, help's here! It appears we didn't receive your DM. Can you try sending it again? We'll see what we can suggest /PK https://t.co/ldFdZRiNAt"
"@SpotifyCares @155519 I am also experiencing this. No matter what track I click, nothing loads or plays. Already tried un- then re-installing. So not just you Jouni.","@155519 Hey Jouni, that doesn’t sound fun. Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VV"
@SpotifyCares It's working again now. For the record: laptop; Windows7; 1.0.68.407.g6864aaaf that was installed today. Hopefully not too many users are/were affected.,"@155520 Hey there! If you'd like us to have a look, just let us know what device, operating system, and Spotify version you're using /RB"
"@SpotifyCares There was definetly something going on not related to me only, but it's ok now ; I will DM you my details anyway, thanks.","@155519 Hey Jouni, that doesn’t sound fun. Could you shoot us a DM with your account's username and email address? We'll take a look backstage /VV"
@SpotifyCares :( :( :(,"@155521 Hey Megan, sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /BX"
@SpotifyCares https://t.co/L9KsssD9Ms,@155526 Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /DF
@SpotifyCares Correction - NOT sorted. Still the same???,"@155528 Hey Stephen, help's here! Have you tried re-installing the Spotify app? Here's how: https://t.co/cxGHt0bCR8. Let us know how it goes /AL"
"@SpotifyCares Sorted, thanks✊️","@155528 Hey Stephen, help's here! Have you tried re-installing the Spotify app? Here's how: https://t.co/cxGHt0bCR8. Let us know how it goes /AL"
@SpotifyCares  https://t.co/7KCjeXZjoW,"@155528 Hey Stephen, help's here! Have you tried re-installing the Spotify app? Here's how: https://t.co/cxGHt0bCR8. Let us know how it goes /AL"
@SpotifyCares IPhone 7. Very odd? Consistent tonight. As per your request deleted old version &amp; updated to new one?? Same issue. Maybe local to the phone but bloody awful to sort out playlist when pissed ✋🏼✋🏼👀👀,"@155528 Hmm, that'd odd. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /AV"
"@SpotifyCares Done a turn on/off. Done a reinstall, same problem? https://t.co/t2ZjWNesor",@155528 Got it. Is this issue happening on other devices? You might need to do a soft reset by turning your device off and on. Keep us posted /AV
@SpotifyCares Thanks. That seems to have done it.,@155528 Got it. Can you try changing your iPhone's font size to a smaller on by following the steps found here: https://t.co/bTBqQk9k1p? Let us know if that helps /QI
@SpotifyCares it is necessary to clear the cache,@155909 Hi there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /QI
"@SpotifyCares currently the function only removes symbolically, does not leave the smartphone, still occupies the flash",@155909 Hi there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /QI
@SpotifyCares Hi! I am using Spotify v1.0.68.407.g6864aaaf on macOS Sierra 10.12.6 - it happens when I click on an artist and select a specific album to play a specific song from (it doesn't play at all).,@155910 Hey! Could you let us know the device/OS you're using? Keep us posted /DF
@SpotifyCares No it doesn't. Have also already performed clean install of spotify.,"@155917 Apologies for the confusion. Does logging out, restarting your computer, and logging, and logging back in make any difference? Keep us posted /JP"
"@SpotifyCares No, this is the only device but it's also the only device that I have updated",@155917 Thanks for trying that out. Is this also happening on any other devices? Could you check that out for us? /JP
@SpotifyCares @155919 im having also the same problem,"@155919 Hey, that's not cool! Can you let us know the device, operating system, and Spotify version you're rocking? We'll see what we can suggest /JM"
@SpotifyCares Didn't you have one? I can't seem to find the settings now tho,"@155923 Hey Caden, thanks for the feedback. We can see how an equalizer setting would be handy, not only for your mobile but also on Spotify! It's definitely something for the team to consider, and we'll make sure it reaches them. Stay awesome 😁 /TI"
@SpotifyCares I don't see it! https://t.co/dtbDvfULQH,@155923 Sorry for the confusion! Here are some steps to reach the equalizer setting on Spotify for your Android: Log in to Spotify &gt; Your Library &gt; Settings &gt; Music Quality &gt; Equalizer. Keep in mind these settings vary depending on your device. Let us know how you get on /TI
@SpotifyCares What's the best one?,"@155923 Thanks for the screenshot. Spotify uses the native Android equalizer. If your device doesn't have a native equalizer, you won't see the setting in Spotify. You'll need to use one of the third party equalizers available on Google Play. Any questions, just give us a shout /LO"
@SpotifyCares Why not?,"@131101 Hi Max! We don't have any news on the Explicit Filter yet, but keep an eye on this post for updates: https://t.co/CdI1SY9KZE 👍 /RR"
@SpotifyCares But why is it taking so long?  Royalties related I guess?,"@131101 We appreciate your feedback. As soon as we have updates to share, we'll make sure to keep everybody posted. If there's anything else we can help with, just let us know /NG"
@SpotifyCares Well you're obviously not in this case,"@131101 Hi Max! We don't have any news on the Explicit Filter yet, but keep an eye on this post for updates: https://t.co/CdI1SY9KZE 👍 /RR"
"@SpotifyCares nope! tried everything and it didn't help. weirdly, when i control my spotify via app, everything can be played normally","@155918 Hey there! That doesn't sound good. Does logging out, restarting your device, then logging back in help at all? /QI"
"@SpotifyCares Nope, doesn’t work 😔 I’m able to log on with my Facebook, but after that it just gives the same error.","@156297 Hey Daphne! Don't worry, we're here to help. Can you try using an incognito window or a private browser? Let us know how it goes /AP"
"@SpotifyCares OSX High Sierra -&gt; Spotify 1.0.68.407.g6864aaaf -&gt; Onkyo NR-656. Once I set Spotify to send to ""This computer"", scrobbling seems to work as Last.fm reports ""Scrobbling now"" then. Does not happen when Onkyo is receiving the sound.","@156298 Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT"
"@SpotifyCares iPhone 7, OS 11.1.1",@156299 Hey there! Could you let us know the device/OS you're using? We'll see what we can suggest /DF
@SpotifyCares I did that and it is still happening,@156299 Thanks for shooting over that info. Does logging out &gt; restarting the device &gt; logging back in help? Let us know how it goes /VV
@SpotifyCares After the update.,"@156302 Hey! That doesn't sound good. Did it start happening just after the update, or was it already happening before? /QI"
"@SpotifyCares Hey thanks for the reply! iOS 11.1.2, Spotify 8.4.28.1104

Looks like this is the breaking point for the UI (everything below that size seems fine but I didn’t do a thorough QA): https://t.co/asCDrMIHKd",@156307 Hey Elaina! Help's here. Can you let us know his device's iOS and Spotify versions? We'll be waiting for your reply /MG
@SpotifyCares Unfortunately that didn’t fix the issue,"@156307 We'd suggest logging out, closing the app, and restarting his phone before adjusting the font to the largest configuration. Let us know how it goes /MG"
@SpotifyCares Uninstalled and reinstalled. Still an issue. Reproduced this issue on other phones with accessible/larger text turned on. Seems like there’s a height limit and affects songs in a list with longer names. Definitely something for the design team to look at.,@156307 Can you try the steps here for us: https://t.co/EqisDMOAsr? Keep us posted /MG
"@SpotifyCares @156307 @SpotifyCares, This is clearly not an account issue. It's a design issue. This is a bug that needs needs to be address so the app will be accessible to users who need larger type.",@156307 We're sorry to hear the issue still persists. Can you DM us his account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt
"@SpotifyCares It’s solved the queue issue, but not the playlist issue...","@156310 Thanks. Can you try logging out, restarting your device, then logging back in? Let us know if that helps /QI"
@SpotifyCares @115888 sent,@156312 @115888 Hey there! Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt
@SpotifyCares USA,@156313 Hey there! Can you let us know the country your account is set to? We'll have a look /LO
@SpotifyCares I'm using Spotify v8.4.28.875 armv7 on my stock Android 7.1 phone.,"@156320 Hey Jeffrey! That's not cool. What device, operating system, and Spotify version are you rocking? We'll see what we can suggest /RA"
@SpotifyCares I have. Didn't help.,"@156320 Got it! Just to check, have you followed all the steps at https://t.co/WDXVuJV0dh? /RA"
"@SpotifyCares Heard people got the app working as it should after doing a factory reset, but that's a tedious thing to do. Got any alternatives?","@156320 Got it! Just to check, have you followed all the steps at https://t.co/WDXVuJV0dh? /RA"
@SpotifyCares Believe me. I tried doing that. Multiple times. Doesn't solve the problem.,"@156320 Best thing to try here is to reinstall the app: https://t.co/46sWVpIvlI. Please note that after you've reinstalled, any offline music you have needs to be downloaded again. Let us know how it goes /RA"
@SpotifyCares It now seems to be working fine. Always the way....!,"@156325 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB"
"@SpotifyCares Unfortunately it was on mobile and isn’t showing up in the recently played or play queue history. This is so extreme, but is there a way to pull history from certain time periods? Like 11-22-2017 between and 5:00-8:00EST?","@156645 Hey there, the calvary's here! Try heading to Your Music/Library &gt; Recently Played. Let us know how you get on /TI https://t.co/ldFdZRiNAt"
"@SpotifyCares I have, yes","@156647 Hey Will! Just to check, have you already tried signing up at https://t.co/pFeBZLq1cj? /LO"
@SpotifyCares Well don't you think you should re-evaluate your advertising campaign to 'UNiDAYS members' rather than 'students'?,"@156647 Hey Will! Just to check, have you already tried signing up at https://t.co/pFeBZLq1cj? /LO"
"@SpotifyCares You guys don't know what you're talking about, told me to enquire with UNiDAYS when you know they think this about it https://t.co/0j7zqoMw8c",@156647 We’re working hard to get every university on board. So keep checking our website for updates! You can also take advantage of a discounted subscription with Premium for Family. We have more info here: https://t.co/bFMc5QSovM /LO
@SpotifyCares Working very hard? I was a student at the same provider last year and got discount. Good work 👏,@156647 We’re working hard to get every university on board. So keep checking our website for updates! You can also take advantage of a discounted subscription with Premium for Family. We have more info here: https://t.co/bFMc5QSovM /LO
@156647 Thanks for the feedback – we appreciate it! Rest assured that we’ll get this passed onto the right team. We hope to have more universities on board as soon as possible /LO,@156647 We’re working hard to get every university on board. So keep checking our website for updates! You can also take advantage of a discounted subscription with Premium for Family. We have more info here: https://t.co/bFMc5QSovM /LO
"@SpotifyCares Does my NUS card not verify my student credentials? As I said my provider used to be 'available', so how is that getting more 'universities available'.","@156647 The folks at UNiDAYS help us verify your student credentials. We always recommend users to contact them, since they can confirm the student status using the user's personal info or documents. You can rest assured that we're doing our best to get more universities available /LO"
"@SpotifyCares Doesnt matter, lost customer","@156647 The folks at UNiDAYS help us verify your student credentials. We always recommend users to contact them, since they can confirm the student status using the user's personal info or documents. You can rest assured that we're doing our best to get more universities available /LO"
@SpotifyCares DMed you,@156647 We understand your frustration. Can you DM us your account's email address? We'll take a look backstage /MG https://t.co/ldFdZRiNAt
"@SpotifyCares Say somethinggg, I'm giving up on youuu","@143763 Don't worry, we're not giving up on you. We couldn't locate an account with the email address provided, though. Could you send us a DM with any other email addresses/usernames you have? Once we get this, we'll see what we can suggest /VV https://t.co/ldFdZRiNAt"
"@SpotifyCares Yes, I'll do! Thanks again","@155918 That's awesome to hear! We're glad it got fixed. But if it ever comes back, we'll be ready and waiting for your message /QI"
@SpotifyCares When will you be able to stream the new Taylor Swift?,Twice the room to talk about that new tune! Sharing on Twitter means you can link to tracks easier and type for longer without running out o https://t.co/h1eTeKT2mh
"@SpotifyCares yup, thanks! sent the dm",@155918 Thanks for letting us know. Could you send us a DM with your account's email address? We'll take a look backstage /QI https://t.co/ldFdZRiNAt
@SpotifyCares I'm rocking Windows 10 and I'm not sure the latest version but it did just update last night. I'll take a shot of it ASAP as I'm not near my PC,"@156655 Hey there, help's here! Can you let us know your desktop's OS and the version of Spotify it's currently rocking? It'd also be super helpful if you could provide a screenshot of what you're seeing. Keep us in the loop /AV"
"@156655 No worries. We'll wait for the screenshot. Is this happening to a specific album/song? If you can provide us with more details, that'd be great. Keep us posted /AD","@156655 Hey there, help's here! Can you let us know your desktop's OS and the version of Spotify it's currently rocking? It'd also be super helpful if you could provide a screenshot of what you're seeing. Keep us in the loop /AV"
@SpotifyCares Looks like it's working again. Thanks for helping,"@156655 No worries. We'll wait for the screenshot. Is this happening to a specific album/song? If you can provide us with more details, that'd be great. Keep us posted /AD"
@SpotifyCares Even after I delete tracks it says the same thing.,"@156656 Hey Brian, we understand your frustration. There’s currently a 10,000 track limit on Songs in Your Music. If you’re close to the limit, you can save tracks to playlists. More info here: https://t.co/37x2HLuaoB. If you need anything else, just shout /JK"
"@SpotifyCares It kinda helps. So, in other words, it’s just for the Spotify premium, correct? Will not work with a student account?",@156660 Hi there! We're afraid that these offers can't be redeemed with any other deal. We’d recommend taking advantage of these offers once your trial period expires. Hope this clears eveything up /AK
@SpotifyCares iOS 11.1.2 and Spotify 8.4.28.1104,@157052 Hi there! Can you let us know what operating system and Spotify versions you're using? We'll take a look backstage /XF
@SpotifyCares Nope. Also deleted and reinstalled,"@157052 Thanks. Does logging out, restarting your device, and logging back in make a difference? /LO"
@SpotifyCares Nope in fact it’s worse,@157530 Got it. Best thing to try here is a reinstall. Just follow the steps at https://t.co/3FU57oyTNJ. Let us know how it goes /WW
@SpotifyCares And now it won’t connect to any of my home blue tooth devices ??????,@157530 Got it. Best thing to try here is a reinstall. Just follow the steps at https://t.co/3FU57oyTNJ. Let us know how it goes /WW
@SpotifyCares iPhone 6 on 3 ...it’s only happened recently all my updates are done so I don’t understand why,@157530 Hmm. What phone model and operating system are you using? We'll see what else we can suggest /MT
"@SpotifyCares eh, just buy last.fm outright and implement all its features",@157531 Hey! We can see how that’d be useful. You can vote for the official idea here: https://t.co/llJeAWnvFA /MX
@SpotifyCares I can tell you I'm using a Samsung S4 o.s 5.0.1,"@157533 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO"
@SpotifyCares Unfortunately no.,"@157533 Thanks for sending those details. Does logging out, restarting your device, and logging back in make a difference? /LO"
@SpotifyCares I may have to get back to you later... https://t.co/HsV0nTdyZh,"@157533 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO"
"@SpotifyCares Here we go, https://t.co/rf6v1ElRQZ","@157533 Hey there! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO"
"@SpotifyCares Yep, this is what happens when I complete my info it keep lodging then nothing happens https://t.co/lWqmstu2Ew",@157535 Thanks for the info. Can you try signing up at https://t.co/dReeg1kWo5 using a different browser or an incognito/private window? Keep us posted /MT
"@SpotifyCares Huawei p9 lite, android 7.0 and spotify 8.4.28.875 armV7","@157536 Hey there! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MT"
@SpotifyCares Can you reply pls?,"@157536 Hey there! Don't worry, we're here to help. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /MT"
@SpotifyCares Done,@157536 Hmm. Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt
@SpotifyCares Wired,"@155917 Got it. Just to make sure, are you connected on a wired or wireless internet connection? /MT"
@SpotifyCares Thanks for answering! Would seriously mean the world if the team could put it in one of the playlists!,"@157774 Hey, thanks for the feedback! Our Curation team are independent &amp; use taste, data, research, and trends to create playlists, but we’ll pass on your suggestion /MG"
@SpotifyCares I play directly,"@158649 Thanks. By the way, do you play directly through the speakers of your iPhone/iPad or stream to a partner device? /JU"
"@SpotifyCares I login with facebbok so it's Hana Warren, my email is __email__",@158649 Hmm. Can you give us your username or email address so we can take a closer look? /JU https://t.co/ldFdZRiNAt
@SpotifyCares Ok thanks for your support 👍😘,"@158650 It isn't possible to create an account since we haven't launched there. If we have any news, we'll be sure to let you know /YM"
@SpotifyCares It works! 🙌🏼,@158651 Can you try this link instead: https://t.co/U5nDdoiiis? Let us know how it goes /MG
@SpotifyCares is there section filled with new release songs/album from artist that you follow?,@158654 Hey Sonny! The cavalry's here. How can we help you today? /KB
@SpotifyCares Sweet. I forgot about that tab. Sorry to bother you with my silly question. You guys are the best!!,"@158654 2: on your listening history. To find this, just head to Browse &gt; Discover &gt; New Releases For You /KB"
@SpotifyCares No internet when connected to wifi? https://t.co/hfm5rBa3OZ,"@159340 Hey Linsey! Don't worry, we can help. Could you fire over the make/model, operating system, and Spotify version you're using? /KB"
@SpotifyCares Galaxy S7 and 8.4.25.771 play store says there is no update required at this time,@159340 Hey Linsey! We're here to help. Can you let us know what Android and Spotify versions you're running? We'll see what we can suggest /AN
@SpotifyCares The problem subsided after I turned wifi off on my phone. Guessing the signal interfered with Bluetooth,"@159354 Hmm, that's odd. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MQ"
@SpotifyCares I know but I like to know what's a newly released ALBUM as opposed to just newly released singles.,@159390 Hey Matt! Have you checked out Release Radar? It's a playlist of your recommended new releases available in Browse. Let us know /J
@SpotifyCares I see a new release tab ... this is not tailored for the user and is a ton of pop music I would never listen to,"@159390 We'll double check things. When you head to Browse, are you seeing a New Releases tab? Here you'll see Spotify's latest albums &amp; singles /J"
@SpotifyCares User name is mattkalman... this feature has been in some versions  and it seems like you take it out and then add it back on a whim,"@159390 Ok, we hear you. Thanks for your feedback on this. DM us your username, we'll take your thoughts on this and pass them on to our devs! /J https://t.co/ldFdZRiNAt"
@SpotifyCares Thanks. Let them know it's not just me but also thousands of other @115888 customers considering switching. I'm sure @116935 would love to take more of our $$ to use with @115833,"@159391 Hey Chris! We're afraid we don't have any info to share on this right now. Don't worry, we'll give the right folks a nudge for you /LP"
@SpotifyCares Great. An official update and commitment to support this would be appreciated. Appears that the request has been ignored for over a year. This should be a simple thing to provide. Especially for people already paying for premium and family services.,"@159391 Thanks for the heads-up. We'll make sure your thoughts won't fall on deaf ears. If there's anything else, we're just a tweet away /LP"
"@SpotifyCares okay, will let you know if I see this again","@159460 Got it. We'd suggest a clean reinstall. It's not ideal, but the steps at https://t.co/EqisDMwZAT should help. Let us know how you get on /JE"
"@SpotifyCares that didn't work. here is my typical workflow:
 - listen to some podcasts one day
 - leave spotify open on computer
 - click back into that same podcast next day
 - new episodes are not there
 - quit app, relaunch, new episodes are there",@159460 Sounds like a plan to us! Looking forward to hearing from you. We'll be right here /JE
@SpotifyCares Check ur dms,"@159547 Hey there, help's here! Can you DM us your account's email address? We'll check backstage /MO https://t.co/ldFdZRiNAt"
"@SpotifyCares It's with most tracks, maybe 2-10 brief pops or skips during each track. But not when the screen is on. And not when dwnlded normal quality.",@159744 Thanks. Are you having this issue with every track? Did this start happening after a specific update? /RH
@SpotifyCares ...and I'm not aware of a certain update causing this. Switching to High quality downloads was the change that seemed to cause it.,@159744 Thanks. Are you having this issue with every track? Did this start happening after a specific update? /RH
